Name,NetWorth,Country,Source,Rank,Age,Industry
Wang Xuechao,$1.6 B,China,pharmaceuticals,1931,N/A,Healthcare
Wang Yiran,$1.6 B,China,LCD main board,1931,41,Technology
Wu Chaoqun,$1.6 B,China,chemicals,1931,51,Manufacturing
Wu Yingming,$1.6 B,China,batteries,1931,54,Energy
Xie Bingkun & family,$1.6 B,China,pearlescent pigments,1931,54,Fashion & Retail
Xiu Laigui,$1.6 B,China,pharmaceuticals,1931,66,Healthcare
Yang Erzhu,$1.6 B,China,real estate,1931,70,Real Estate
Yang Lijuan,$1.6 B,China,restaurants,1931,43,Food & Beverage
Yao Kuizhang,$1.6 B,China,beverages,1931,56,Food & Beverage
Zhang Cheng Fei,$1.6 B,China,paper & related products,1931,53,Manufacturing
Zhang Keqiang,$1.6 B,China,real estate,1931,60,Real Estate
Zhang Shilong & family,$1.6 B,China,semiconductor,1931,55,Technology
Zhang Xiaojuan,$1.6 B,China,logistics,1931,51,Logistics
Zhang Yuanlin,$1.6 B,China,real estate,1931,45,Real Estate
Chen Baohua,$1.5 B,China,pharmaceutical,2035,59,Healthcare
Chen Xianbao & family,$1.5 B,China,food,2035,61,Food & Beverage
Chen Xiaohui,$1.5 B,China,information technology,2035,50,Technology
Geng Diangen,$1.5 B,China,Internet,2035,64,Technology
Guo Ziwen,$1.5 B,China,real estate,2035,57,Real Estate
Huang Wen Tsai,$1.5 B,China,real estate,2035,67,Real Estate
Huang Wenbiao,$1.5 B,China,soy sauce,2035,53,Food & Beverage
Ke Xiping & family,$1.5 B,China,investments,2035,60,Diversified
Lin Zhijun,$1.5 B,China,medical devices,2035,45,Healthcare
Lin Zhixiong & family,$1.5 B,China,medical devices,2035,47,Healthcare
Lu Zongjun,$1.5 B,China,logistics,2035,57,Logistics
Ren Jinsheng & family,$1.5 B,China,pharmaceutical,2035,58,Healthcare
Sun Qinghuan,$1.5 B,China,lighting,2035,47,Technology
Sun Yonghui,$1.5 B,China,LCD main board,2035,50,Technology
Wang Huiwen,$1.5 B,China,e-commerce,2035,43,Technology
Wang Wenbiao,$1.5 B,China,"natural gas, fertilizers",2035,64,Manufacturing
Wang Yaohai,$1.5 B,China,lighting,2035,54,Technology
Wang Zelong,$1.5 B,China,chemicals,2035,24,Metals & Mining
Wang Zhentao & family,$1.5 B,China,vaccine & shoes,2035,55,Healthcare
Wen Yilong,$1.5 B,China,e-cigarettes,2035,32,Manufacturing
Wu Zhenxing,$1.5 B,China,soy sauce,2035,51,Food & Beverage
Xiang Guangming & family,$1.5 B,China,waste disposal,2035,57,Manufacturing
Xu Gang,$1.5 B,China,Chemicals,2035,57,Manufacturing
Xu Wanmao,$1.5 B,China,education,2035,76,Service
Jane Yan & family,$1.5 B,China,software,2035,51,Technology
Ye Cheng,$1.5 B,China,conglomerate,2035,59,Diversified
Yi Dasheng,$1.5 B,China,conglomerate,2035,60,Diversified
Yu Rong,$1.5 B,China,health clinics,2035,49,Healthcare
Yuan Zhimin & family,$1.5 B,China,plastics,2035,60,Manufacturing
Zeng Chaolin,$1.5 B,China,Aluminium,2035,38,Metals & Mining
Zhou Jian,$1.5 B,China,robotics,2035,44,Technology
Zhu Yiming,$1.5 B,China,semiconductors,2035,48,Technology
Zhuang Kuilong & family,$1.5 B,China,polyester,2035,58,Manufacturing
Cai Hao & family,$1.4 B,China,solar energy,2141,50,Manufacturing
Chen Liying,$1.4 B,China,package delivery,2141,45,Logistics
Chen Qixing,$1.4 B,China,electronics components,2141,61,Technology
Chen Zhuolin,$1.4 B,China,real estate,2141,59,Real Estate
Fang Zhancheng,$1.4 B,China,soy sauce,2141,N/A,Food & Beverage
Gao Yunfeng,$1.4 B,China,industrial lasers,2141,54,Manufacturing
He Ningning,$1.4 B,China,electronic components,2141,50,Manufacturing
He Yamin & family,$1.4 B,China,manufacturing,2141,64,Manufacturing
Hu Chengzhong,$1.4 B,China,manufacturing,2141,60,Manufacturing
Hu Gengxi & family,$1.4 B,China,Bio-Pharma,2141,57,Healthcare
Huang Hongyun & family,$1.4 B,China,real estate,2141,54,Real Estate
Huang Jian,$1.4 B,China,home appliance,2141,54,Manufacturing
Huang Weibin,$1.4 B,China,home appliances,2141,53,Manufacturing
Huang Xiaofen & family,$1.4 B,China,printed circuit boards,2141,59,Technology
Li Denghai,$1.4 B,China,seed production,2141,71,Food & Beverage
Liang Qin & family,$1.4 B,China,semiconductor devices,2141,49,Technology
Liang Yaoming,$1.4 B,China,diagnostics,2141,57,Healthcare
Liu Hua,$1.4 B,China,infant formula,2141,48,Food & Beverage
Liu Xuejing & family,$1.4 B,China,"copper, poultry",2141,70,Diversified
Lu Rongfu,$1.4 B,China,telecommunication,2141,50,Telecom
Qi Jinxing,$1.4 B,China,real estate,2141,59,Real Estate
Qian Jinghong,$1.4 B,China,electric scooters,2141,48,Automotive
Tan Ruiqing,$1.4 B,China,chemicals,2141,54,Manufacturing
Wang Jianfeng & family,$1.4 B,China,auto parts,2141,51,Automotive
Wang Junjin,$1.4 B,China,airline,2141,52,Service
Wang Mingwang,$1.4 B,China,electronics components,2141,53,Manufacturing
Wang Xiaoshen,$1.4 B,China,lithium,2141,52,Manufacturing
Wu Po Sum,$1.4 B,China,real estate,2141,70,Real Estate
Xie Ketao,$1.4 B,China,education,2141,57,Service
Swift Xie,$1.4 B,China,drones,2141,41,Technology
Yu Guo,$1.4 B,China,education,2141,59,Service
Zheng Hong & family,$1.4 B,China,electronics,2141,70,Technology
Shusheng Zheng,$1.4 B,China,telecom,2141,55,Telecom
Cao Xiaochun,$1.3 B,China,pharmaceuticals,2263,52,Healthcare
Cheng Lili,$1.3 B,China,poultry breeding,2263,56,Food & Beverage
Chu Jian,$1.3 B,China,Manufacturing,2263,58,Manufacturing
Du Shuanghua,$1.3 B,China,steel,2263,56,Manufacturing
Fan Minhua,$1.3 B,China,pharmaceuticals,2263,59,Healthcare
Feng Yi,$1.3 B,China,software,2263,47,Technology
Huang Shan,$1.3 B,China,software,2263,50,Technology
Jiang Ganjun,$1.3 B,China,home & office products,2263,57,Manufacturing
Li Tan,$1.3 B,China,pharmaceuticals,2263,56,Healthcare
Liang Guangwei,$1.3 B,China,conglomerate,2263,57,Manufacturing
Liang Jiankun & family,$1.3 B,China,cobalt mining,2263,59,Metals & Mining
Liu Jilu & family,$1.3 B,China,Logistics,2263,74,Logistics
Lu Hongyan,$1.3 B,China,online games,2263,43,Media & Entertainment
Zhaoxi Lu,$1.3 B,China,e-commerce,2263,52,Technology
Ma Renhe,$1.3 B,China,"textiles, apparel",2263,61,Fashion & Retail
Qiu Minxiu,$1.3 B,China,semiconductors,2263,75,Technology
Shao Xiaofeng,$1.3 B,China,e-commerce,2263,55,Technology
Wei Shaojun,$1.3 B,China,real estate,2263,58,Real Estate
Wu Yonghua,$1.3 B,China,apparel,2263,50,Fashion & Retail
Xia Shudong,$1.3 B,China,IT service,2263,48,Technology
Xiong Jun & family,$1.3 B,China,pharmaceuticals,2263,47,Healthcare
Xu Guangfu & family,$1.3 B,China,Daqo Group,2263,78,Energy
Yang Keng,$1.3 B,China,real estate,2263,60,Real Estate
Ye Qiongjiu,$1.3 B,China,software,2263,66,Technology
Yu Bangping & family,$1.3 B,China,coal mining,2263,53,Metals & Mining
Yu Jinkun & family,$1.3 B,China,transportation equipment,2263,78,Manufacturing
Zhang Gongyun,$1.3 B,China,tyre manufacturing machinery,2263,58,Manufacturing
Zhou Chengjian,$1.3 B,China,fashion retail,2263,55,Fashion & Retail
Zhou Xiayun & family,$1.3 B,China,Education,2263,66,Service
Zhu Tao,$1.3 B,China,pharmaceutical,2263,48,Healthcare
Cao Kejian,$1.2 B,China,air compressors,2378,58,Manufacturing
Chen Gang,$1.2 B,China,solar energy,2378,53,Energy
Chen Tianqiao,$1.2 B,China,online games,2378,47,Technology
Cheng Wei,$1.2 B,China,ride-hailing service,2378,38,Service
Fan Zhaoxia & family,$1.2 B,China,photovoltaic equipment,2378,53,Energy
Hu Xiaojun & family,$1.2 B,China,Airline,2378,59,Service
Huang Shanbing & family,$1.2 B,China,semiconductors,2378,64,Technology
Huang Yimeng,$1.2 B,China,mobile games,2378,39,Media & Entertainment
Li Fengluan,$1.2 B,China,"steel, diversified",2378,59,Diversified
Lin Jie & family,$1.2 B,China,pharmaceuticals,2378,52,Healthcare
Liu Baolin,$1.2 B,China,pharmacies,2378,67,Fashion & Retail
Liu Gexin & family,$1.2 B,China,pharmaceuticals,2378,69,Healthcare
Lou Guoqiang,$1.2 B,China,copper,2378,64,Manufacturing
Lu Shenglin,$1.2 B,China,machinery,2378,40,Manufacturing
Lu Zhilin,$1.2 B,China,machinery,2378,38,Manufacturing
Lun Ruixiang & family,$1.2 B,China,real estate,2378,53,Real Estate
Mou Jinxiang,$1.2 B,China,chemicals,2378,67,Manufacturing
Qin Qingping & family,$1.2 B,China,coal & coke,2378,58,Energy
Rao Wei & family,$1.2 B,China,pharmaceuticals,2378,56,Healthcare
Ren Zhengfei,$1.2 B,China,telecom equipment,2378,77,Telecom
Wan Feng & family,$1.2 B,China,medical equipment,2378,52,Healthcare
Wang Fuji,$1.2 B,China,pharmaceuticals,2378,N/A,Healthcare
Wang Jianyi,$1.2 B,China,fiber optic cables,2378,58,Technology
Wang Qunbin,$1.2 B,China,conglomerate,2378,51,Diversified
Wang Shumin,$1.2 B,China,manufacturing,2378,64,Manufacturing
Xiang Guangda,$1.2 B,China,metals,2378,63,Metals & Mining
Xiong Haitao,$1.2 B,China,plastics/investment,2378,57,Manufacturing
Xu Guifen & family,$1.2 B,China,food,2378,70,Food & Beverage
Yao Liangbo,$1.2 B,China,furniture retailing,2378,52,Fashion & Retail
Yi Xianzhong & family,$1.2 B,China,pharmaceuticals,2378,61,Healthcare
Yuan Jiandong & family,$1.2 B,China,pharmaceuticals,2378,51,Healthcare
Zhang Chuanwei & family,$1.2 B,China,machinery,2378,58,Manufacturing
Zhang Xi,$1.2 B,China,chemicals,2378,47,Manufacturing
Zhang Xuanning,$1.2 B,China,retail,2378,50,Fashion & Retail
Zhao Dongping,$1.2 B,China,technology,2378,44,Technology
Zheng Jianjiang & family,$1.2 B,China,electrical equipment,2378,60,Manufacturing
Zheng Xiaodong,$1.2 B,China,manufacturing,2378,57,Manufacturing
Zhou Minghua,$1.2 B,China,pharmaceutical,2378,57,Healthcare
Zhou Ruxin,$1.2 B,China,Navigation,2378,58,Technology
Zhou Wen & family,$1.2 B,China,chemicals,2378,56,Manufacturing
Zhou Yifeng & family,$1.2 B,China,liquefied petroleum gas,2378,42,Energy
Bai Houshan,$1.1 B,China,lithium battery,2524,57,Energy
Cai Hongbin,$1.1 B,China,pharmaceuticals,2524,N/A,Healthcare
Cao Jianwei,$1.1 B,China,semiconductors,2524,42,Manufacturing
Chen Jiancheng,$1.1 B,China,manufacturing,2524,62,Manufacturing
Chen Jinshi & family,$1.1 B,China,"construction, real estate",2524,58,Real Estate
Chen Yuantai,$1.1 B,China,batteries,2524,53,Energy
Trudy Shan Dai,$1.1 B,China,e-commerce,2524,45,Technology
Feng Yuxia,$1.1 B,China,pharmaceuticals,2524,56,Healthcare
Gao Xingjiang,$1.1 B,China,steel,2524,57,Manufacturing
Guo Jianqiang,$1.1 B,China,Electrical appliances,2524,53,Manufacturing
Hu Rongda & family,$1.1 B,China,chemicals,2524,62,Manufacturing
Huang Qiaolong & family,$1.1 B,China,tourism,2524,61,Service
Jiang Xuefei & family,$1.1 B,China,printed circuit boards,2524,51,Technology
Jin Lei & family,$1.1 B,China,medical equipment,2524,66,Healthcare
Lai Baosheng,$1.1 B,China,consumer technology,2524,N/A,Technology
Lai Guogui & family,$1.1 B,China,machinery,2524,57,Manufacturing
Lam Lung On & family,$1.1 B,China,real estate,2524,56,Real Estate
Li Qiong,$1.1 B,China,online games,2524,43,Technology
Li Wenmei & family,$1.1 B,China,medical equipment,2524,58,Healthcare
Liu Shenghui,$1.1 B,China,infant formula,2524,51,Food & Beverage
Lu Weiding,$1.1 B,China,diversified,2524,50,Diversified
Lv Yongxiang,$1.1 B,China,magnetic switches,2524,71,Manufacturing
Ou Xueming,$1.1 B,China,real estate,2524,72,Real Estate
Peng Hao,$1.1 B,China,electronics,2524,53,Manufacturing
Pu Shulin,$1.1 B,China,TV shows,2524,65,Media & Entertainment
Qiu Lingyun,$1.1 B,China,consumer technology,2524,45,Technology
Ruan Hongxian & family,$1.1 B,China,pharmaceuticals,2524,54,Healthcare
Chanchai Ruayrungruang,$1.1 B,China,real estate,2524,67,Real Estate
Su Rubo,$1.1 B,China,real estate,2524,66,Real Estate
Sun Xishuang,$1.1 B,China,real estate,2524,67,Real Estate
Wang Han,$1.1 B,China,airline,2524,33,Diversified
Wang Jianliang,$1.1 B,China,consumer technology,2524,45,Technology
Wang Kunxiao,$1.1 B,China,oilfield equipment,2524,51,Manufacturing
Wen Pengcheng & family,$1.1 B,China,agribusiness,2524,58,Food & Beverage
Wen Yibo & family,$1.1 B,China,wastewater treatment,2524,55,Service
Wong Hei & family,$1.1 B,China,conglomerate,2524,59,Diversified
Wong Hong King,$1.1 B,China,real estate,2524,59,Real Estate
Wu Eddie Yongming,$1.1 B,China,e-commerce,2524,46,Technology
Wu Wei,$1.1 B,China,education,2524,53,Service
Xiao Guoqing,$1.1 B,China,education,2524,52,Service
Yao Lisheng,$1.1 B,China,electronics,2524,51,Technology
Yu Faxiang,$1.1 B,China,"tourism, cultural industry",2524,49,Media & Entertainment
Yuan Jinhua,$1.1 B,China,Manufacturing,2524,61,Manufacturing
Zan Shengda,$1.1 B,China,diversified,2524,58,Diversified
Zeng Huansha,$1.1 B,China,real estate,2524,53,Real Estate
Zhang Xuewu,$1.1 B,China,snacks,2524,46,Food & Beverage
Zhang Yuxiang & family,$1.1 B,China,apparel,2524,56,Fashion & Retail
Tony Zhao,$1.1 B,China,software,2524,49,Technology
Zhou Ping & family,$1.1 B,China,utilities,2524,58,Service
Zhou Yahui,$1.1 B,China,online games,2524,44,Technology
Gou Yiqun,$1 B,China,restaurant,2674,48,Food & Beverage
Hang Hong,$1 B,China,machinery,2674,53,Manufacturing
Hou Jianbin,$1 B,China,education,2674,39,Service
Jiang Long,$1 B,China,Manufacturing,2674,47,Technology
Li Yinan,$1 B,China,Investments,2674,51,Finance & Investments
Liu Qingfeng,$1 B,China,software,2674,48,Technology
Ma Hong,$1 B,China,machinery,2674,50,Manufacturing
Tong Judy Wenhong,$1 B,China,e-commerce,2674,51,Technology
Wang Qiangxiang,$1 B,China,artificial turf,2674,49,Service
Wang Wenjian,$1 B,China,optical devices,2674,74,Technology
Xia Zhisheng & family,$1 B,China,home appliances,2674,79,Technology
Xu Jin,$1 B,China,wine,2674,56,Food & Beverage
Mark Haoyong Yang,$1 B,China,e-commerce,2674,46,Technology
Daniel Yong Zhang,$1 B,China,e-commerce,2674,49,Technology
Zhang Yuqiang,$1 B,China,Fiberglass,2674,65,Manufacturing
Zhao Meiguang,$1 B,China,gold mining,2674,58,Metals & Mining
Zhong Naixiong,$1 B,China,conglomerate,2674,58,Diversified
Zhou Wei family,$1 B,China,Software,2674,54,Technology
